src_id	rapport_titel	vergaderjaar	datum	doc_url	commissie	commissie_score	n_woorden	n_unieke_woorden	ttr	hapax_ratio	gem_zinslengte	n_nominalisaties	ratio_nominalisaties	formele_taal_ratio	n_afkortingen	ratio_afkortingen	n_vragen	n_unieke_antwoorden	n_verwijzingen	ratio_verwijzingen	gem_vraaglengte	gem_antwoordlengte	antwoord_vraag_ratio	vraag_ttr	n_ext_verwijzingen
rekenkamer__kamerstuk:2012:02:13:beantwoording-kamervragen-over-het-rapport-kosten-jeugdbescherming-en-jeugdreclassering	Kosten jeugdbescherming en jeugdreclassering	2011-2012	13 februari 2012	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2012/02/13/beantwoording-kamervragen-over-het-rapport-kosten-jeugdbescherming-en-jeugdreclassering/Beantwoorden+TK+vragen+Jeugdbescherming.pdf	Vaste commissie voor Financiën en de Rijksuitgaven	71.8	2350	603	0.2566	0.5688	18.13	86	3.66	0.4064	137	5.83	23	23	0	0.0	28.39	60.87	2.144	0.8411	0
rekenkamer__kamerstuk:2012:03:13:beantwoording-kamervragen-over-het-rapport-vastgoed-van-het-rijk-volume-en-waarde	Vastgoed van het Rijk: volume en waarde	2011-2012	13 maart 2012	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2012/03/13/beantwoording-kamervragen-over-het-rapport-vastgoed-van-het-rijk-volume-en-waarde/Beantwoording+TK+vragen+Vastgoed+van+het+Rijk.pdf	Vaste commissie voor Financiën en de Rijksuitgaven	71.8	957	341	0.3563	0.6891	18.87	18	1.88	0.4284	29	3.03	8	6	2	0.25	25.62	86.5	3.376	0.8682	0
rekenkamer__kamerstuk:2012:05:03:beantwoording-kamervragen-over-het-rapport-prestaties-in-de-strafrechtketen				https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2012/05/03/beantwoording-kamervragen-over-het-rapport-prestaties-in-de-strafrechtketen/Beantwoording+TK+vragen+Strafrechtketen.pdf	Vaste commissie voor Veiligheid en Justitie	90.7	4662	1190	0.2553	0.6017	21.76	187	4.01	0.4078	116	2.49	0	0	0	0.0	0.0	0.0	0.0	0.0	0
rekenkamer__kamerstuk:2012:05:16:beantwoording-kamervragen-bij-het-rapport-bij-het-jaarverslag-2011-van-de-nationale-schuld	Rapport bij het Jaarverslag 2011 van Nationale Schuld	2011-2012	11 juni 2012	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2012/06/11/beantwoording-kamervragen-bij-het-rapport-bij-het-jaarverslag-2011-van-de-nationale-schuld/Antwoorden+op+Kamervragen+NS.pdf		0.0	464	209	0.4504	0.7129	20.5	18	3.88	0.3901	33	7.11	1	1	0	0.0	77.0	201.0	2.61	0.6026	1
rekenkamer__kamerstuk:2012:06:11:beantwoording-kamervragen-over-het-rapport-bij-het-jaarverslag-2011-van-het-ministerie-van-defensie	Rapport bij het Jaarverslag 2011 van het Ministerie van Defensie	2011-2012	11 juni 2012	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2012/06/11/beantwoording-kamervragen-over-het-rapport-bij-het-jaarverslag-2011-van-het-ministerie-van-defensie/Antwoorden+op+Kamervragen.pdf	Vaste commissie voor Defensie	86.2	1745	532	0.3049	0.6015	20.11	59	3.38	0.4309	46	2.64	15	15	0	0.0	23.53	72.6	3.085	0.8842	1
rekenkamer__kamerstuk:2012:06:11:beantwoording-kamervragen-rapport-bij-het-jaarverslag-2011-van-het-ministerie-van-algemene-zaken	Rapport bij het Jaarverslag 2011 van het Ministerie van Algemene Zaken (III)	2011-2012	11 juni 2012	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2012/06/11/beantwoording-kamervragen-rapport-bij-het-jaarverslag-2011-van-het-ministerie-van-algemene-zaken/Antwoorden+op+Kamervragen.pdf	Vaste commissie voor Binnenlandse Zaken	91.7	351	150	0.4274	0.6467	24.8	12	3.42	0.3704	25	7.12	1	1	0	0.0	53.0	99.0	1.868	0.6296	1
rekenkamer__kamerstuk:2012:06:11:beantwoording-vragen-tweede-kamer-bij-het-rapport-bij-het-jaarverslag-2011-van-het-ministerie-van-financien	Rapport bij het Jaarverslag 2011 van het Ministerie van Financiën	2011-2012	11 juni 2012	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2012/06/11/beantwoording-vragen-tweede-kamer-bij-het-rapport-bij-het-jaarverslag-2011-van-het-ministerie-van-financien/Antwoorden+op+Kamervragen.pdf		0.0	567	209	0.3686	0.6364	19.52	23	4.06	0.3862	38	6.7	2	2	0	0.0	35.0	142.5	4.071	0.6934	1
rekenkamer__kamerstuk:2012:09:10:beantwoording-kamervragen-over-het-rapport-geldstromen-in-het-hoger-beroepsonderwijs-in-2010	Geldstromen in het hoger beroepsonderwijs in 2010	2011-2012	10 september 2012	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2012/09/14/beantwoording-kamervragen-over-het-rapport-geldstromen-in-het-hoger-beroepsonderwijs-in-2010/Beantwoording+TK+vragen+HBO.pdf	Vaste commissie voor Onderwijs, Cultuur en Wetenschap	92.5	1239	425	0.343	0.5906	19.44	41	3.31	0.4407	22	1.78	14	14	0	0.0	21.07	49.79	2.363	0.889	0
rekenkamer__kamerstuk:2012:09:14:beantwoording-kamervragen-over-het-rapport-publieke-organisaties-en-private				https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2012/09/14/beantwoording-kamervragen-over-het-rapport-publieke-organisaties-en-private/Beantwoording+TK+vragne+publieke+organisaties.pdf		0.0	3580	900	0.2514	0.5978	17.77	149	4.16	0.4268	87	2.43	0	0	0	0.0	0.0	0.0	0.0	0.0	0
rekenkamer__kamerstuk:2012:09:27:beantwoording-kamervragen-over-het-rapport-risico%E2%80%99s-voor-de-overheidsfinancien	Risico's voor de overheidsfinanciën; Inzicht en beheersing	2011-2012	27 september 2012	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2012/09/27/beantwoording-kamervragen-over-het-rapport-risico%E2%80%99s-voor-de-overheidsfinancien/Brief+aan+TK-vragen+overheidsfinancien.pdf	Vaste commissie voor Financiën en de Rijksuitgaven	71.8	829	272	0.3281	0.5882	24.09	10	1.21	0.3836	21	2.53	6	4	2	0.3333	25.67	82.25	3.204	0.8902	0
rekenkamer__kamerstuk:2012:10:25:beantwoording-kamervragen-bij-het-rapport-centra-voor-jeugd-en-gezin-in-gemeenten	Centra voor Jeugd en Gezin in gemeenten	2011-2012	25 oktober 2012	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2012/10/25/beantwoording-kamervragen-bij-het-rapport-centra-voor-jeugd-en-gezin-in-gemeenten/Beantwoording+vragen+TK+Jeugd+en+Gezin.pdf		0.0	2073	634	0.3058	0.6325	24.07	84	4.05	0.4202	76	3.67	12	12	0	0.0	19.08	125.58	6.582	0.902	2
rekenkamer__kamerstuk:2012:12:03:beantwoording-kamervragen-over-het-rapport-handhaving-europese-regels-voor-afvaltransport	Handhaving Europese regels voor afvaltransport	2012-2013	3 december 2012	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2012/12/03/beantwoording-kamervragen-over-het-rapport-handhaving-europese-regels-voor-afvaltransport/BeantwoordingTweede+Kamervragen+afvaltransport.pdf	Vaste commissie voor Financiën en de Rijksuitgaven	71.8	609	260	0.4269	0.6769	23.11	19	3.12	0.4663	17	2.79	1	1	0	0.0	18.0	205.0	11.389	0.8889	1
rekenkamer__kamerstuk:2013:02:01:beantwoording-kamervragen-op-de-kamerbrief-vastgoedplan-defensie	Beantwoording vragen Tweede Kamer bij de brief van de Algemene Rekenkamer over Vastgoedplan Defensie	2012-2013	1 februari 2013	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2013/02/01/beantwoording-kamervragen-op-de-kamerbrief-vastgoedplan-defensie/Brief+beantwoording+TK-vragen+Vastgoedplan+Defensie.pdf	Vaste commissie voor Defensie	88.5	2604	761	0.2922	0.6005	21.65	115	4.42	0.4316	45	1.73	24	21	3	0.125	26.33	77.81	2.955	0.8813	2
rekenkamer__kamerstuk:2013:02:14:beantwoording-kamervragen-over-het-rapport-uitstapkosten-joint-strike-fighter	Uitstapkosten Joint Strike Fighter	2012-2013	14 februari 2013	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2013/02/14/beantwoording-kamervragen-over-het-rapport-uitstapkosten-joint-strike-fighter/Beantwoording+TK-vragen+Uitstapkosten+JSF.pdf	Vaste commissie voor Defensie	88.5	2723	701	0.2574	0.5763	23.2	116	4.26	0.4025	74	2.72	22	20	2	0.0909	21.82	91.75	4.205	0.869	2
rekenkamer__kamerstuk:2013:03:01:beantwoording-kamervragen-op-het-rapport-aanpassing-aan-klimaatverandering-strategie-en-beeld	Aanpassing aan klimaatverandering: strategie en beleid	2012-2013	1 februari 2013	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2013/03/01/beantwoording-kamervragen-op-het-rapport-aanpassing-aan-klimaatverandering-strategie-en-beeld/Brief+beantwoording+TK-vragen+Aanpassing+aan+klimaatverandering.pdf	Vaste commissie voor Infrastructuur en Milieu	91.1	2383	682	0.2862	0.5997	22.79	122	5.12	0.452	42	1.76	11	11	0	0.0	24.45	170.27	6.964	0.9151	3
rekenkamer__kamerstuk:2013:04:17:beantwoording-kamervragen-over-het-rapport-bezuinigingen-op-uitvoeringsorganisaties	Bezuinigingen op uitvoeringsorganisaties	2012-2013	17 april 2013	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2013/04/17/beantwoording-kamervragen-over-het-rapport-bezuinigingen-op-uitvoeringsorganisaties/Brief+TK+beantwoording+vragen+rapport+Bezuinigingen+op+uitvoeriingsorganisaties.pdf	Vaste commissie voor Financiën en de Rijksuitgaven	81.0	3969	896	0.2257	0.5603	22.3	196	4.94	0.4404	202	5.09	27	23	4	0.1481	32.41	90.52	2.793	0.8041	1
rekenkamer__kamerstuk:2013:04:18:beantwoording-kamervragen-over-het-eu-trendrapport-2013				https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2013/04/18/beantwoording-kamervragen-over-het-eu-trendrapport-2013/Brief+TK+Beantwoording+TK-vragen+EU-trendrapport+2013.pdf	Commissie voor de Rijksuitgaven	100.0	3566	951	0.2667	0.5868	23.12	154	4.32	0.4282	158	4.43	0	0	0	0.0	0.0	0.0	0.0	0.0	0
rekenkamer__kamerstuk:2013:06:07:beantwoording-kamervragen-over-het-rapport-bij-het-jaarverslag-2012-van-het-ministerie-van-defensie	Beantwoording vragen Tweede Kamer over het Rapport bij het Jaarverslag 2012 van het Ministerie van Defensie	2012-2013	7 juni 2013	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2013/06/07/beantwoording-kamervragen-over-het-rapport-bij-het-jaarverslag-2012-van-het-ministerie-van-defensie/Beantwoording+TK+vragen+RJv+2012+Defensie.pdf	Vaste commissie voor Defensie	86.2	3008	772	0.2566	0.5725	20.29	143	4.75	0.4372	65	2.16	20	19	1	0.05	21.1	112.63	5.338	0.9194	4
rekenkamer__kamerstuk:2013:06:07:beantwoording-kamervragen-over-het-rapport-bij-het-jaarverslag-2012-van-het-ministerie-van-ez	Rapport bij het Jaarverslag 2012. Ministerie van Economische Zaken (XIII)	2012-2013	7 juni 2013	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2013/06/07/beantwoording-kamervragen-over-het-rapport-bij-het-jaarverslag-2012-van-het-ministerie-van-ez/Beantwoording+TK+vragen+RJv+2012+EZ.pdf	Vaste commissie voor Economische Zaken	91.4	714	261	0.3655	0.5939	22.46	30	4.2	0.4118	32	4.48	4	4	0	0.0	29.75	105.0	3.529	0.9051	4
rekenkamer__kamerstuk:2013:06:07:beantwoording-kamervragen-over-het-rapport-bij-het-jaarverslag-2012-van-het-ministerie-van-financien	Rapport bij het Jaarverslag 2012; Ministerie van Financiën (IXB)	2012-2013	7 juni 2013	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2013/06/07/beantwoording-kamervragen-over-het-rapport-bij-het-jaarverslag-2012-van-het-ministerie-van-financien/Beantwoording+TK+vragen+RJv+2012+Financien.pdf	Vaste commissie voor Financiën	88.9	854	330	0.3864	0.6636	21.24	31	3.63	0.4052	30	3.51	3	3	0	0.0	45.0	170.33	3.785	0.7208	2
rekenkamer__kamerstuk:2013:06:07:beantwoording-kamervragen-over-het-rapport-bij-het-jaarverslag-2012-van-het-ministerie-van-ocw	Rapport bij het Jaarverslag 2012 van het Ministerie van Onderwijs, Cultuur en Wetenschap	2012-2013	7 juni 2013	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2013/06/07/beantwoording-kamervragen-over-het-rapport-bij-het-jaarverslag-2012-van-het-ministerie-van-ocw/Beantwoording+TK+vragen+RJv+2012+OCW.pdf	Vaste commissie voor Onderwijs, Cultuur en Wetenschap	92.5	1848	586	0.3171	0.6382	21.18	93	5.03	0.4329	60	3.25	11	9	2	0.1818	18.82	134.89	7.167	0.9209	1
rekenkamer__kamerstuk:2013:06:07:beantwoording-kamervragen-over-het-rapport-bij-het-jaarverslag-2012-van-het-ministerie-van-venj	Beantwoording vragen Tweede Kamer over het Rapport bij het Jaarverslag 2012 van het Ministerie van Veiligheid en Justitie	2012-2013	7 juni 2013	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2013/06/07/beantwoording-kamervragen-over-het-rapport-bij-het-jaarverslag-2012-van-het-ministerie-van-venj/Beantwoording+TK+vragen+RJv+2012+VenJ.pdf	Vaste commissie voor Veiligheid en Justitie	90.7	1731	539	0.3114	0.6122	21.83	100	5.78	0.405	48	2.77	15	14	1	0.0667	24.07	74.64	3.101	0.847	1
rekenkamer__kamerstuk:2013:06:11:beantwoording-kamervragen-over-het-rapport-staat-van-de-rijksverantwoording-2012	Beantwoording vragen Tweede Kamer over het rapport Staat van de rijksverantwoording 2012	2012-2013	11 juni 2013	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2013/06/11/beantwoording-kamervragen-over-het-rapport-staat-van-de-rijksverantwoording-2012/Beantwoording+TK+vragen+aan+SRV.pdf	Commissie voor de Rijksuitgaven	100.0	1581	541	0.3422	0.6359	23.74	81	5.12	0.432	32	2.02	5	5	0	0.0	41.8	229.2	5.483	0.7143	5
rekenkamer__kamerstuk:2013:09:03:beantwoording-kamervragen-over-het-rapport-effectiviteitsonderzoek-bij-de-rijksoverheid-vervolgonderzoek	Effectiviteitsonderzoek bij de rijksoverheid: vervolgonderzoek	2012-2013	3 september 2013	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2013/09/03/beantwoording-kamervragen-over-het-rapport-effectiviteitsonderzoek-bij-de-rijksoverheid-vervolgonderzoek/Beantwoording+Tweede+Kamervragen+OER.pdf	Commissie voor de Rijksuitgaven	100.0	1037	371	0.3578	0.6173	22.0	47	4.53	0.4195	33	3.18	2	2	0	0.0	27.5	346.0	12.582	0.8769	2
rekenkamer__kamerstuk:2013:11:04:beantwoording-kamervragen-over-het-rapport-validering-nota-in-het-belang-van-nederland	Validering nota 'In het belang van Nederland'	2013-2014	4 november 2013	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2013/11/04/beantwoording-kamervragen-over-het-rapport-validering-nota-in-het-belang-van-nederland/Beantwoording+kamervragen.pdf	Vaste commissie voor Financiën en de Rijksuitgaven	71.8	2747	742	0.2701	0.5836	20.98	109	3.97	0.3986	57	2.07	25	19	6	0.24	27.0	89.84	3.327	0.7867	3
rekenkamer__kamerstuk:2013:12:10:beantwoording-kamervragen-over-de-kamerbrief-input-voor-rondetafelgesprek-modernisering-comptabiliteitswet	Beantwoording vragen Tweede Kamer Modernisering van de Comptabiliteitswet	2012-2013	10 december 2013	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2013/12/10/beantwoording-kamervragen-over-de-kamerbrief-input-voor-rondetafelgesprek-modernisering-comptabiliteitswet/Beantwoording+vragen+Tweede+Kamer+Modernisering+van+de+Comptabiliteitswet.pdf	Vaste commissie voor Financiën en de Rijksuitgaven	81.0	2320	718	0.3095	0.6058	23.3	119	5.13	0.4513	67	2.89	13	13	0	0.0	41.54	111.0	2.672	0.7918	5
rekenkamer__kamerstuk:2014:02:04:beantwoording-kamervragen-over-de-kamerbrief-aandachtspunten-overheveling-buitenonderhoud-en-aanpassing-schoolgebouwen	Beantwoording vraag Tweede Kamer bij brief 'Aandachtspunten overheveling buitenonderhoud en aanpassing van schoolgebouwen'	2013-2014	4 februari 2014	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2014/02/04/beantwoording-kamervragen-over-de-kamerbrief-aandachtspunten-overheveling-buitenonderhoud-en-aanpassing-schoolgebouwen/Brief_TK_beantwoording_vragen_Aandachtspunten_buitenonderhoud_schoolgebouwen.pdf	Vaste commissie voor Defensie	67.9	3834	957	0.2496	0.5528	19.43	265	6.91	0.4671	72	1.88	1	1	0	0.0	91.0	69.0	0.758	0.7529	1
rekenkamer__kamerstuk:2014:04:02:beantwoording-kamervragen-over-de-kamerbrief-programma-speer-van-ministerie-van-defensie	Beantwoording vragen Tweede Kamer bij Programma Speer van Ministerie van Defensie	2013-2014	2 april 2014	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2014/04/02/beantwoording-kamervragen-over-de-kamerbrief-programma-speer-van-ministerie-van-defensie/Beantwoording_vragen_TK_Programma_Speer_van_Defensie.pdf	Vaste commissie voor Defensie	86.2	859	339	0.3946	0.6549	24.76	34	3.96	0.4296	35	4.07	6	5	1	0.1667	19.0	89.6	4.716	0.8871	2
rekenkamer__kamerstuk:2014:04:03:beantwoording-kamervragen-over-het-eu-trendrapport-2014				https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2014/04/03/beantwoording-kamervragen-over-het-eu-trendrapport-2014/Beantwoording_vragen_TK_EU-trendrapport_2014.pdf	Vaste commissie voor Financiën en de Rijksuitgaven	64.5	4048	1066	0.2633	0.5901	22.34	129	3.19	0.4153	156	3.85	0	0	0	0.0	0.0	0.0	0.0	0.0	0
rekenkamer__kamerstuk:2014:04:15:beantwoording-kamervragen-over-het-rapport-bezuiniging-op-de-zorgtoeslag	Beantwoording vragen Tweede Kamer bij de publicatie Bezuiniging op de zorgtoeslag; realisatie en effect	2014	15 april 2014	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2014/04/15/beantwoording-kamervragen-over-het-rapport-bezuiniging-op-de-zorgtoeslag/Antwoorden_TK-vragen_Bezuiniging_zorgtoeslag.pdf		0.0	1017	337	0.3314	0.6231	23.47	61	6.0	0.4336	16	1.57	6	4	2	0.3333	53.67	119.25	2.222	0.7341	0
rekenkamer__kamerstuk:2014:05:26:beantwoording-kamervragen-over-het-rapport-bestrijden-witwassen-stand-van-zaken-2013				https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2014/05/26/beantwoording-kamervragen-over-het-rapport-bestrijden-witwassen-stand-van-zaken-2013/Beantwoording_vragen_TK_rapport_Bestrijden_witwassen.pdf	Vaste commissie voor Financiën en de Rijksuitgaven	71.8	4644	867	0.1867	0.504	23.09	183	3.94	0.4149	150	3.23	0	0	0	0.0	0.0	0.0	0.0	0.0	0
rekenkamer__kamerstuk:2014:06:06:beantwoording-kamervraag-over-het-rapport-bij-de-nationale-verklaring-2014	Rapport bij de Nationale verklaring 2014	2014	6 juni 2014	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2014/06/06/beantwoording-kamervraag-over-het-rapport-bij-de-nationale-verklaring-2014/Beantwoording_TK-vragen_Rapport_bij_de_Nationala_verklaring_2014.pdf	Vaste commissie voor Financiën en de Rijksuitgaven	71.8	345	168	0.487	0.6726	24.93	17	4.93	0.4377	19	5.51	1	1	0	0.0	15.0	164.0	10.933	0.9333	1
rekenkamer__kamerstuk:2014:06:11:beantwoording-kamervragen-over-het-rapport-resultaten-verantwoordingsonderzoek-2013-bij-het-ministerie-van-volksgezondheid-welzijn-en-sport	Beantwoording vragen Tweede Kamer over het Rapport bij het Jaarverslag 2013 van het Ministerie van Volksgezondheid, Welzijn en Sport	2013-2014	11 juni 2014	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2014/06/11/beantwoording-kamervragen-over-het-rapport-resultaten-verantwoordingsonderzoek-2013-bij-het-ministerie-van-volksgezondheid-welzijn-en-sport/Antwoorden_op_Kamervragen_over_Resultaten_verantwoordingsonderzoek_2013_bij_het_Ministerie_van_VWS.pdf	Vaste commissie voor Volksgezondheid, Welzijn en Sport	92.6	1798	522	0.2903	0.5536	22.41	93	5.17	0.3838	60	3.34	16	13	3	0.1875	17.5	82.54	4.717	0.9425	2
rekenkamer__kamerstuk:2014:06:13:beantwoording-kamervragen-over-het-rapport-resultaten-verantwoordingsonderzoek-2013-bij-het-ministerie-van-defensie	Beantwoording vragen Tweede Kamer over Resultaten verantwoordingsonderzoek 2013 bij het Ministerie van Defensie	2013-2014	13 juni 2014	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2014/06/13/beantwoording-kamervragen-over-het-rapport-resultaten-verantwoordingsonderzoek-2013-bij-het-ministerie-van-defensie/Antwoorden_op_Kamervragen_over_Resultaten_verantwoordingsonderzoek_2013_bij_het_Ministerie_van_Defensie.pdf	Vaste commissie voor Defensie	88.5	1327	496	0.3738	0.6532	23.58	67	5.05	0.4228	44	3.32	8	8	0	0.0	25.88	109.62	4.236	0.8689	2
rekenkamer__kamerstuk:2014:06:13:beantwoording-kamervragen-over-het-rapport-resultaten-verantwoordingsonderzoek-2013-bij-het-ministerie-van-financien	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2013 bij het Ministerie van Financiën	2013-2014	13 juni 2014	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2014/06/13/beantwoording-kamervragen-over-het-rapport-resultaten-verantwoordingsonderzoek-2013-bij-het-ministerie-van-financien/Antwoorden_op_Kamervragen_over_Resultaten_verantwoordingsonderzoek_2013_bij_het_Ministerie_van_Financien.pdf	Vaste commissie voor Financiën	86.7	951	325	0.3417	0.6585	27.05	40	4.21	0.4217	47	4.94	4	4	0	0.0	37.0	145.5	3.932	0.7313	1
rekenkamer__kamerstuk:2014:06:13:beantwoording-kamervragen-over-het-rapport-resultaten-verantwoordingsonderzoek-2013-bij-het-ministerie-van-infrastructuur-en-milieu	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2013 bij het Ministerie van Infrastructuur en Milieu	2013-2014	13 juni 2014	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2014/06/13/beantwoording-kamervragen-over-het-rapport-resultaten-verantwoordingsonderzoek-2013-bij-het-ministerie-van-infrastructuur-en-milieu/Antwoorden_op_Kamervragen_over_Resultaten_verantwoordingsonderzoek_2013_bij_IenM.pdf	Vaste commissie voor Infrastructuur en Milieu	91.1	2676	742	0.2773	0.5539	21.41	121	4.52	0.3969	82	3.06	15	14	1	0.0667	33.8	125.36	3.709	0.8116	0
rekenkamer__kamerstuk:2014:06:13:beantwoording-kamervragen-over-het-rapport-resultaten-verantwoordingsonderzoek-2013-bij-het-ministerie-van-onderwijs-cultuur-en-wetenschap	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2013 bij het Ministerie van OCW	2013-2014	13 juni 2014	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2014/06/13/beantwoording-kamervragen-over-het-rapport-resultaten-verantwoordingsonderzoek-2013-bij-het-ministerie-van-onderwijs-cultuur-en-wetenschap/Antwoorden_op_Kamervragen_over_Resultaten_verantwoordingsonderzoek_2013_bij_het_Ministerie_van_OCW.pdf	Vaste commissie voor Onderwijs, Cultuur en Wetenschap	92.5	2239	739	0.3301	0.6495	19.73	111	4.96	0.4341	61	2.72	12	12	0	0.0	21.0	142.25	6.774	0.8842	1
rekenkamer__kamerstuk:2014:06:13:beantwoording-kamervragen-over-het-rapport-resultaten-verantwoordingsonderzoek-2013-bij-het-ministerie-van-sociale-zaken-en-werkgelegenheid	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2013 bij het Ministerie van SZW	2013-2014	13 juni 2014	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2014/06/13/beantwoording-kamervragen-over-het-rapport-resultaten-verantwoordingsonderzoek-2013-bij-het-ministerie-van-sociale-zaken-en-werkgelegenheid/Antwoorden_op_Kamervragen_over_Resultaten_verantwoordingsonderzoek_2013_bij_het_Ministerie_van_SZW.pdf	Vaste commissie voor Sociale Zaken en Werkgelegenheid	94.0	1017	346	0.3402	0.6272	21.88	34	3.34	0.41	37	3.64	5	5	0	0.0	23.0	134.2	5.835	0.8975	1
rekenkamer__kamerstuk:2014:06:13:beantwoording-kamervragen-over-het-rapport-resultaten-verantwoordingsonderzoek-2013-bij-het-ministerie-van-veiligheid-en-justitie	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2013 bij het Ministerie van Veiligheid en Justitie	2013-2014	13 juni 2014	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2014/06/13/beantwoording-kamervragen-over-het-rapport-resultaten-verantwoordingsonderzoek-2013-bij-het-ministerie-van-veiligheid-en-justitie/Antwoorden_op_Kamervragen_over_Resultaten_verantwoordingsonderzoek_2013_bij_VenJ.pdf	Vaste commissie voor Veiligheid en Justitie	90.7	1095	402	0.3671	0.6393	22.75	43	3.93	0.4	28	2.56	7	6	1	0.1429	29.57	106.0	3.585	0.8825	7
rekenkamer__kamerstuk:2014:06:13:beantwoording-kamervragen-over-het-rapport-staat-van-de-rijksverantwoording-2013	Beantwoording vragen Tweede Kamer over 'Staat van de rijksverantwoording 2013, rijksbrede resultaten en thema's'	2013-2014	13 juni 2014	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2014/06/13/beantwoording-kamervragen-over-het-rapport-staat-van-de-rijksverantwoording-2013/Antwoorden_op_Kamervragen_over_Staat_van_de_rijksverantwoording_2013_rijksbrede_resultaten_en_themas.pdf	Vaste commissie voor Financiën en de Rijksuitgaven	71.8	329	167	0.5076	0.7126	20.41	12	3.65	0.4225	17	5.17	3	3	0	0.0	12.33	30.33	2.46	1.0	0
rekenkamer__kamerstuk:2014:08:25:beantwoording-kamervragen-over-het-rapport-bezuiniging-op-de-kinderopvangtoeslag	Bezuiniging op de kinderopvangtoeslag; Realisatie en effect	2014	25 augustus 2014	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2014/08/25/beantwoording-kamervragen-over-het-rapport-bezuiniging-op-de-kinderopvangtoeslag/Brief_ad_TK_antwoorden_op_Kamervragen.pdf		0.0	1115	327	0.2933	0.5352	25.3	50	4.48	0.3919	34	3.05	4	3	1	0.25	23.5	230.67	9.816	0.8831	4
