src_id	rapport_titel	vergaderjaar	datum	doc_url	commissie	commissie_score	n_woorden	n_unieke_woorden	ttr	hapax_ratio	gem_zinslengte	n_nominalisaties	ratio_nominalisaties	formele_taal_ratio	n_afkortingen	ratio_afkortingen	n_vragen	n_unieke_antwoorden	n_verwijzingen	ratio_verwijzingen	gem_vraaglengte	gem_antwoordlengte	antwoord_vraag_ratio	vraag_ttr	n_ext_verwijzingen
rekenkamer__kamerstuk:2021:06:08:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2020-bij-het-ministerie-van-lnv	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2020 bij het Ministerie van Landbouw, Natuur en Voedselkwaliteit	2020	8 juni 2021	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2021/06/08/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2020-bij-het-ministerie-van-lnv/Beantwoording+Kamervragen+VO+2020+LNV.pdf	Vaste commissie voor Landbouw, Natuur en Voedselkwaliteit	93.0	1406	521	0.3706	0.6564	24.47	92	6.54	0.4196	51	3.63	9	9	0	0.0	33.33	90.33	2.71	0.8335	2
rekenkamer__kamerstuk:2021:06:08:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2020-bij-het-ministerie-van-ocw	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2020 bij het Ministerie van Onderwijs, Cultuur en Wetenschap	<UNKNOWN>	8 juni 2021	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2021/06/08/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2020-bij-het-ministerie-van-ocw/Beantwoording+Kamervragen+VO+2020+OCW.pdf	Vaste commissie voor Klimaat en Energie	65.7	1432	456	0.3184	0.6272	25.77	80	5.59	0.4148	28	1.96	11	11	0	0.0	33.36	73.82	2.213	0.8378	0
rekenkamer__kamerstuk:2021:06:08:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2020-bij-het-ministerie-van-szw	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2020 Ministerie van Sociale Zaken en Werkgelegenheid	2020-2021	8 juni 2021	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2021/06/08/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2020-bij-het-ministerie-van-szw/Beantwoording+Kamervragen+VO+2020+SZW.pdf	Vaste commissie voor Sociale Zaken en Werkgelegenheid	92.5	1149	423	0.3681	0.6147	22.96	68	5.92	0.4247	34	2.96	6	6	0	0.0	33.67	122.67	3.643	0.8299	0
rekenkamer__kamerstuk:2021:06:08:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2020-bij-het-ministerie-van-vws	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2020 bij het Ministerie van Volksgezondheid, Welzijn en Sport	<UNKNOWN>	8 juni 2021	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2021/06/08/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2020-bij-het-ministerie-van-vws/Beantwoording+Kamervragen+VO+2020+VWS.pdf	Vaste commissie voor Volksgezondheid, Welzijn en Sport	92.6	3831	954	0.249	0.5566	22.77	182	4.75	0.4231	60	1.57	29	28	1	0.0345	33.21	89.0	2.68	0.8279	0
rekenkamer__kamerstuk:2022:06:07:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2021-bij-bhos	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2021 bij Buitenlandse Handel en Ontwikkelingssamenwerking	<UNKNOWN>	7 juni 2022	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2022/06/07/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2021-bij-bhos/Kamervragen+VO+BHOS+2021.pdf	Vaste commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking	95.5	564	232	0.4113	0.6078	26.64	26	4.61	0.4415	11	1.95	4	4	0	0.0	23.5	86.0	3.66	0.8592	0
rekenkamer__kamerstuk:2022:06:07:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2021-bij-de-koning	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2021 bij de Koning	<UNKNOWN>	7 juni 2022	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2022/06/07/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2021-bij-de-koning/Kamervraag+VO+2021+de+Koning.pdf	Vaste commissie voor Binnenlandse Zaken	92.3	645	265	0.4109	0.6453	25.15	22	3.41	0.414	15	2.33	1	1	0	0.0	47.0	470.0	10.0	0.9318	1
rekenkamer__kamerstuk:2022:06:07:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2021-bij-het-ministerie-van-buitenlandse-zaken	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2021 bij het Ministerie van Buitenlandse Zaken	<UNKNOWN>	7 juni 2022	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2022/06/07/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2021-bij-het-ministerie-van-buitenlandse-zaken/Kamervragen+VO+BZ+2021.pdf	Vaste commissie voor Buitenlandse Zaken	89.7	362	171	0.4724	0.614	25.2	15	4.14	0.4227	14	3.87	3	2	1	0.3333	20.33	58.0	2.853	0.9333	0
rekenkamer__kamerstuk:2022:06:07:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2021-bij-het-ministerie-van-bzk	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2021 bij het Ministerie van Binnenlandse Zaken en Koninkrijksrelaties	<UNKNOWN>	7 juni 2022	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2022/06/07/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2021-bij-het-ministerie-van-bzk/Kamervraag+VO+BZK+2021.pdf	Vaste commissie voor Binnenlandse Zaken	89.7	242	118	0.4876	0.6271	31.0	7	2.89	0.405	16	6.61	1	1	0	0.0	36.0	64.0	1.778	0.7632	0
rekenkamer__kamerstuk:2022:06:07:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2021-bij-het-ministerie-van-financien-en-nationale-schuld	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2021 bij het Ministerie van Financiën en Nationale Schuld	<UNKNOWN>	7 juni 2022	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2022/06/07/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2021-bij-het-ministerie-van-financien-en-nationale-schuld/Kamervragen+VO+2021+MinFin.pdf	Vaste commissie voor Financiën	90.0	1104	416	0.3768	0.637	23.0	38	3.44	0.413	21	1.9	9	9	0	0.0	19.22	87.0	4.527	0.9012	0
rekenkamer__kamerstuk:2022:06:07:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2021-bij-het-ministerie-van-ienw	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2021 bij het Ministerie van Infrastructuur en Waterstaat	<UNKNOWN>	7 juni 2022	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2022/06/07/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2021-bij-het-ministerie-van-ienw/Kamervragen+VO+2021+IenW.pdf	Vaste commissie voor Infrastructuur en Waterstaat	93.9	194	106	0.5464	0.6981	20.6	3	1.55	0.4227	13	6.7	1	1	0	0.0	16.0	40.0	2.5	0.9375	0
rekenkamer__kamerstuk:2022:06:07:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2021-bij-het-ministerie-van-justitie-en-veiligheid	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2021 bij het Ministerie van Justitie en Veiligheid	<UNKNOWN>	7 juni 2022	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2022/06/07/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2021-bij-het-ministerie-van-justitie-en-veiligheid/Kamervragen+VO+JenV+2021.pdf	Vaste commissie voor Justitie en Veiligheid	93.0	1356	507	0.3739	0.6765	22.92	93	6.86	0.4218	28	2.06	7	6	1	0.1429	43.0	144.5	3.36	0.7875	2
rekenkamer__kamerstuk:2022:06:07:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2021-bij-het-ministerie-van-szw	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2021 bij het Ministerie van Sociale Zaken en Werkgelegenheid	2021-2022	7 juni 2022	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2022/06/07/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2021-bij-het-ministerie-van-szw/Kamervragen+VO+SZW+2021.pdf	Vaste commissie voor Sociale Zaken en Werkgelegenheid	77.4	854	325	0.3806	0.6154	21.32	36	4.22	0.3958	39	4.57	7	7	0	0.0	22.43	76.14	3.395	0.8592	2
rekenkamer__kamerstuk:2022:06:07:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2021-koninkrijksrelaties-en-bes-fonds	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2021 Koninkrijksrelaties en BES-fonds	<UNKNOWN>	7 juni 2022	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2022/06/07/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2021-koninkrijksrelaties-en-bes-fonds/Kamervragen+VO+2021+KR+%26+BES-fonds.pdf	Vaste commissie voor Koninkrijksrelaties	92.5	559	264	0.4723	0.6212	18.03	16	2.86	0.381	24	4.29	2	2	0	0.0	27.0	187.5	6.944	0.8162	0
rekenkamer__kamerstuk:2022:06:07:beantwoording-vragen-tweede-kamer-over-deresultaten-verantwoordingsonderzoek-2021-bij-het-ministerie-van-lnv	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2021 bij het Ministerie van Landbouw, Natuur en Voedselkwaliteit	2021-2022	7 juni 2022	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2022/06/07/beantwoording-vragen-tweede-kamer-over-deresultaten-verantwoordingsonderzoek-2021-bij-het-ministerie-van-lnv/Beantwoording+kamervragen+VO+2021+LNV.pdf	Vaste commissie voor Landbouw, Natuur en Voedselkwaliteit	78.9	1746	582	0.3333	0.6065	20.61	95	5.44	0.4061	37	2.12	16	15	1	0.0625	28.12	71.13	2.53	0.8895	1
rekenkamer__kamerstuk:2022:06:08:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2021-bij-het-ministerie-van-ezk	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2021 bij het Ministerie van EZK	<UNKNOWN>	8 juni 2022	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2022/06/08/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2021-bij-het-ministerie-van-ezk/Beantwoording+Kamervragen+EZK.pdf		0.0	973	380	0.3905	0.6421	20.73	49	5.04	0.4121	46	4.73	7	7	0	0.0	20.86	102.86	4.931	0.8875	0
rekenkamer__kamerstuk:2022:06:08:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2021-bij-het-ministerie-van-ocw	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2021 bij het Ministerie van Onderwijs, Cultuur en Wetenschap	<UNKNOWN>	8 juni 2022	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2022/06/08/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2021-bij-het-ministerie-van-ocw/Emailversie+Kamervragen+OCW.pdf	Vaste commissie voor Onderwijs, Cultuur en Wetenschap	77.4	2400	642	0.2675	0.5685	22.71	105	4.38	0.4404	29	1.21	20	18	2	0.1	37.5	84.44	2.252	0.8238	0
rekenkamer__kamerstuk:2022:06:08:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2021-bij-het-ministerie-van-vws				https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2022/06/08/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2021-bij-het-ministerie-van-vws/Beantwoording+Kamervragen+VWS+2021.pdf		0.0	4570	1145	0.2505	0.5782	18.52	173	3.79	0.3928	160	3.5	0	0	0	0.0	0.0	0.0	0.0	0.0	0
rekenkamer__kamerstuk:2022:06:08:beantwoording-vragen-tweede-kamer-over-de-staat-van-de-rijksverantwoording-2021				https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2022/06/08/beantwoording-vragen-tweede-kamer-over-de-staat-van-de-rijksverantwoording-2021/Beantwoording+Kamervragen+Staat+vd+rijksverantwoording+2021.pdf	Commissie voor de Rijksuitgaven	96.8	2808	760	0.2707	0.5855	20.88	137	4.88	0.4028	79	2.81	0	0	0	0.0	0.0	0.0	0.0	0.0	0
rekenkamer__kamerstuk:2023:06:06:beantwoording-vragen-tweede-kamer-betreffende-overkoepelende---overige-vragen-die-betrekking-hebben-op-rapporten-resultaten-verantwoordingsonderzoek-2022	Beantwoording vragen Tweede Kamer betreffende overkoepelende / overige vragen die betrekking hebben op rapporten resultaten verantwoordingsonderzoek 2022	<UNKNOWN>	6 juni 2023	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2023/06/06/beantwoording-vragen-tweede-kamer-betreffende-overkoepelende---overige-vragen-die-betrekking-hebben-op-rapporten-resultaten-verantwoordingsonderzoek-2022/Antwoord+kamervraag+Digitale+Zaken+samengevoegd.pdf	Vaste commissie voor Digitale Zaken	90.6	370	188	0.5081	0.6436	19.22	24	6.49	0.4757	23	6.22	2	2	0	0.0	19.5	85.5	4.385	0.92	0
rekenkamer__kamerstuk:2023:06:06:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2022-bij-het-ministerie-van-defensie	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2022 bij het Ministerie van Defensie	2023	6 juni 2023	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2023/06/06/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2022-bij-het-ministerie-van-defensie/Antwoord+Kamervragen+VO+Defensie.pdf	Vaste commissie voor Defensie	88.5	528	225	0.4261	0.6711	22.16	16	3.03	0.428	17	3.22	5	3	2	0.4	15.4	109.67	7.121	0.913	3
rekenkamer__kamerstuk:2023:06:06:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2022-bij-het-ministerie-van-ezk	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2022 bij het Ministerie van Economische Zaken en Klimaat	<UNKNOWN>	6 juni 2023	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2023/06/06/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2022-bij-het-ministerie-van-ezk/antwoorden+Kamervraag+VO+EZK.pdf	Vaste commissie voor Economische Zaken en Klimaat	93.5	444	206	0.464	0.7184	23.63	8	1.8	0.3919	16	3.6	2	2	0	0.0	19.0	132.5	6.974	0.9232	2
rekenkamer__kamerstuk:2023:06:06:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2022-bij-het-ministerie-van-financien	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2022 bij het Ministerie van Financiën	<UNKNOWN>	6 juni 2023	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2023/06/06/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2022-bij-het-ministerie-van-financien/Antwoord+Kamervragen+MinFin+en+NS.pdf	Vaste commissie voor Financiën	90.0	1596	556	0.3484	0.6421	22.37	79	4.95	0.4492	30	1.88	13	12	1	0.0769	31.85	83.67	2.627	0.842	2
rekenkamer__kamerstuk:2023:06:06:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2022-bij-het-ministerie-van-infrastructuur-en-waterstaat	Resultaten verantwoordingsonderzoek 2022 bij het Ministerie van Infrastructuur en Waterstaat	<UNKNOWN>	6 juni 2023	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2023/06/06/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2022-bij-het-ministerie-van-infrastructuur-en-waterstaat/Antwoord+kamervragen+IenW.pdf	Vaste commissie voor Infrastructuur en Waterstaat	93.5	468	230	0.4915	0.6739	30.19	22	4.7	0.4274	11	2.35	2	2	0	0.0	27.5	144.0	5.236	0.8433	1
rekenkamer__kamerstuk:2023:06:06:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2022-bij-het-ministerie-van-justitie-en-veiligheid	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2022 bij het Ministerie van Justitie en Veiligheid	<UNKNOWN>	6 juni 2023	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2023/06/06/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2022-bij-het-ministerie-van-justitie-en-veiligheid/Antwoord+Kamervragen+VO+JenV.pdf	Vaste commissie voor Justitie en Veiligheid	92.5	2033	656	0.3227	0.6265	20.8	108	5.31	0.4014	63	3.1	13	12	1	0.0769	22.38	132.0	5.898	0.8939	0
rekenkamer__kamerstuk:2023:06:06:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2022-bij-het-ministerie-van-ocw	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2022 bij het Ministerie van Onderwijs, Cultuur en Wetenschap	2022-2023	6 juni 2023	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2023/06/06/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2022-bij-het-ministerie-van-ocw/Antwoord+Kamervragen+OCW.pdf	Vaste commissie voor Defensie	67.9	1636	576	0.3521	0.6059	17.03	59	3.61	0.4303	42	2.57	10	9	1	0.1	23.4	133.22	5.693	0.9209	1
rekenkamer__kamerstuk:2023:06:06:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2022-bij-het-ministerie-van-szw	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2022 bij het Ministerie van Sociale Zaken en Werkgelegenheid	2022-2023	6 juni 2023	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2023/06/06/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2022-bij-het-ministerie-van-szw/Antwoord+kamervragen+VO+SZW.pdf	Vaste commissie voor Sociale Zaken en Werkgelegenheid	94.0	1220	468	0.3836	0.6581	21.71	48	3.93	0.4164	48	3.93	7	7	0	0.0	35.57	114.43	3.217	0.8549	2
rekenkamer__kamerstuk:2023:06:06:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2022-bij-het-ministerie-van-vws				https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2023/06/06/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2022-bij-het-ministerie-van-vws/Beantwoording+Kamervragen+VO+VWS.pdf	Vaste commissie voor Volksgezondheid, Welzijn en Sport	71.4	3632	853	0.2349	0.4971	19.46	148	4.07	0.4014	99	2.73	0	0	0	0.0	0.0	0.0	0.0	0.0	0
rekenkamer__kamerstuk:2023:06:06:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2022-bij-koninkrijksrelaties-en-het-bes-fonds	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2022 bij Koninkrijksrelaties en het BES-fonds	<UNKNOWN>	6 juni 2023	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2023/06/06/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2022-bij-koninkrijksrelaties-en-het-bes-fonds/Antwoord+kamervragen+Koninkrijksrelaties+en+het+BES-fonds.pdf	Vaste commissie voor Koninkrijksrelaties	91.9	208	113	0.5433	0.6372	26.88	8	3.85	0.4231	15	7.21	1	1	0	0.0	19.0	68.0	3.579	0.8947	0
rekenkamer__kamerstuk:2023:06:06:beantwoording-vragen-tweede-kamer-over-de-staat-van-de-rijksverantwoording-2022	Beantwoording vragen Tweede Kamer over de Staat van de rijksverantwoording 2022	2022	6 juni 2023	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2023/06/06/beantwoording-vragen-tweede-kamer-over-de-staat-van-de-rijksverantwoording-2022/Antwoord+Kamervragen+Staat+van+de+rijksverantwoording.pdf	Commissie voor de Rijksuitgaven	96.8	1961	621	0.3167	0.6119	18.39	97	4.95	0.4192	55	2.8	20	16	4	0.2	21.5	84.56	3.933	0.9024	5
rekenkamer__kamerstuk:2023:06:07:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2022-bij-het-ministerie-van-buitenlandse-zaken					Vaste commissie voor Financiën	100.0	1	1	1.0	1.0	0.0	0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0
rekenkamer__kamerstuk:2023:06:07:beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2022-bij-het-ministerie-van-lnv-en-diergezondheidsfonds	Beantwoording vragen Tweede Kamer over de Resultaten verantwoordingsonderzoek 2022 bij het Ministerie van Landbouw, Natuur en Voedselkwaliteit en het Diergezondheidsfonds	2022-2023	7 juni 2023	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2023/06/07/beantwoording-vragen-tweede-kamer-over-de-resultaten-verantwoordingsonderzoek-2022-bij-het-ministerie-van-lnv-en-diergezondheidsfonds/Antwoord+Kamervraag+VO+LNV.pdf	Vaste commissie voor Financiën	64.2	2446	732	0.2993	0.627	22.45	110	4.5	0.4366	59	2.41	1	1	0	0.0	26.0	147.0	5.654	0.92	1
rekenkamer__kamerstuk:2024:06:04:beantwoording-vragen-tweede-kamer-over-de-staat-van-de-rijksverantwoording-2023	Staat van de rijksverantwoording 2023	2024	4 juni 2024	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2024/06/04/beantwoording-vragen-tweede-kamer-over-de-staat-van-de-rijksverantwoording-2023/Beantwoording+vragen+Staat+van+de+rijksverantwoording+2023.pdf	Vaste commissie voor Financiën en de Rijksuitgaven	71.8	679	273	0.4021	0.5971	22.78	16	2.36	0.4094	33	4.86	5	5	0	0.0	17.4	107.4	6.172	0.9312	3
rekenkamer__kamerstuk:2024:06:04:beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderoek-2023-bij-koninkrijksrelaties-en-het-bes-fonds	Beantwoording vragen Tweede Kamer over het Verantwoordingsonderzoek 2023 bij Koninkrijksrelaties en het BES-fonds	2023	4 juni 2024	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2024/06/04/beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderoek-2023-bij-koninkrijksrelaties-en-het-bes-fonds/Beantwoording+vragen+VO+2023+KR+en+BES-fonds.pdf	Vaste commissie voor Koninkrijksrelaties	92.5	296	147	0.4966	0.6531	34.11	4	1.35	0.375	21	7.09	1	1	0	0.0	21.0	155.0	7.381	0.95	0
rekenkamer__kamerstuk:2024:06:04:beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2023-bij-buitenlandse-handel-en-ontwikkelingssamenwerking	Beantwoording vragen Tweede Kamer over het Verantwoordingsonderzoek 2023 bij Buitenlandse Handel en Ontwikkelingssamenwerking	2023	4 juni 2024	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2024/06/04/beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2023-bij-buitenlandse-handel-en-ontwikkelingssamenwerking/Beantwoording+vragen+VO+2023+BHOS.pdf	Vaste commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking	95.7	602	266	0.4419	0.6241	23.71	22	3.65	0.4186	17	2.82	4	4	0	0.0	20.5	85.0	4.146	0.9046	2
rekenkamer__kamerstuk:2024:06:04:beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2023-bij-het-ministerie-van-binnenlandse-zaken-en-koninkrijksrelaties	Beantwoording vragen Tweede Kamer over het Verantwoordingsonderzoek 2023 bij het Ministerie van Binnenlandse Zaken en Koninkrijksrelaties	<UNKNOWN>	4 juni 2024	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2024/06/04/beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2023-bij-het-ministerie-van-binnenlandse-zaken-en-koninkrijksrelaties/Beantwoording+Kamervragen+VO+2023+BZK.pdf	Vaste commissie voor Binnenlandse Zaken	89.7	1516	509	0.3358	0.6031	26.12	50	3.3	0.3865	25	1.65	10	7	3	0.3	37.0	112.86	3.05	0.8134	0
rekenkamer__kamerstuk:2024:06:04:beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2023-bij-het-ministerie-van-buitenlandse-zaken	Beantwoording vragen Tweede Kamer over het Verantwoordingsonderzoek 2023 bij het Ministerie van Buitenlandse Zaken	2023	4 juni 2024	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2024/06/04/beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2023-bij-het-ministerie-van-buitenlandse-zaken/Beantwoording+Kamervragen+VO+2023+BZ.pdf	Vaste commissie voor Buitenlandse Zaken	92.3	1182	475	0.4019	0.6253	23.84	46	3.89	0.4332	29	2.45	9	8	1	0.1111	36.44	91.0	2.497	0.846	0
rekenkamer__kamerstuk:2024:06:04:beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2023-bij-het-ministerie-van-bzk-ezk	Beantwoording vragen Tweede Kamer over het Verantwoordingsonderzoek 2023 bij het Ministerie van BZK, EZK	2023	4 juni 2024	https://www.rekenkamer.nl/binaries/rekenkamer/documenten/kamerstukken/2024/06/04/beantwoording-vragen-tweede-kamer-over-het-verantwoordingsonderzoek-2023-bij-het-ministerie-van-bzk-ezk/Beantwoording+vragen+VO+2023+BZK+EZK.pdf	Vaste commissie voor Digitale Zaken	74.3	931	364	0.391	0.5989	23.24	24	2.58	0.4447	40	4.3	8	8	0	0.0	26.12	64.38	2.465	0.8691	8
